Num;Fragment;Origin;ToxProb;NoToxProb
285;(;O=C(Nc1ccc(O)cc1)CCl;0.21628892;0.7837111
286;P(;O=P(O)(Oc1ccccc1)Oc2ccccc2;0.8237573;0.17624271
287;(;O=P(O)(Oc1ccccc1)Oc2ccccc2;0.8237573;0.17624271
288;C;OCCSCCCCCCCCCCCC;0.9920901;0.007909843
289;(C;N1CC2CCCCC2(C1);0.75162053;0.24837954
290;(;c1cc(ccc1CNC)C(C)(C)C;0.89535826;0.10464175
291;(;c1cc(ccc1CNC)C(C)(C)C;0.89535826;0.10464175
292;(;c1cc(ccc1CNC)C(C)(C)C;0.89535826;0.10464175
293;(;O=C(Nc1ccccc1)c2ccc(OC)cc2;0.93819857;0.061801434
294;(;O=C(Nc1ccccc1)c2ccc(OC)cc2;0.93819857;0.061801434
295;#N;N#CCCCCCCC#N;0.9768083;0.023191651
296;(;Fc1ccc(O)c2c1CCC2;0.5215309;0.47846904
297;2;Fc1ccc(O)c2c1CCC2;0.5215309;0.47846904
298;CC;O=C3c2cccc(OCc1ccccc1)c2CCC3;0.46087566;0.53912437
299;(;Oc1noc(c1)C(C)(C)C;0.8294113;0.17058864
300;(;Oc1noc(c1)C(C)(C)C;0.8294113;0.17058864
301;(;Oc1noc(c1)C(C)(C)C;0.8294113;0.17058864
302;(;Oc1noc(c1)C(C)(C)C;0.8294113;0.17058864
303;(;Oc1noc(c1)C(C)(C)C;0.8294113;0.17058864
304;(;O=CC1CCC(CC1)C2CCC(CCCCC)CC2;0.9166179;0.08338215
305;2;O=CC1CCC(CC1)C2CCC(CCCCC)CC2;0.9166179;0.08338215
306;C(;O=CNC(O)C;0.6280682;0.3719318
307;C;O=CNC(O)C;0.6280682;0.3719318
308;(;O=C(NN)c1occc1;0.6715038;0.32849622
309;)c;O=C(NN)c1occc1;0.6715038;0.32849622
310;(;O=C(O)CCCN1C(=O)CCC1;0.85537624;0.1446238
311;(;O=C(O)CCCN1C(=O)CCC1;0.85537624;0.1446238
312;(;O=C(O)CCCN1C(=O)CCC1;0.85537624;0.1446238
313;(c;O=C(O)c1ccc(cc1C)C(=O)OC;0.6713016;0.3286984
314;(;O=C(O)c1ccc(cc1C)C(=O)OC;0.6713016;0.3286984
315;(;O=C(OC)C1CC1;0.7229991;0.27700087
316;C;O=C(OC)C1CC1;0.7229991;0.27700087
317;(;O=C(O)C1N(CC1)C(c2ccccc2)C;0.9535783;0.04642171
318;(;O=C(O)C1N(CC1)C(c2ccccc2)C;0.9535783;0.04642171
319;(;n1ccn(c1)CC;0.8210998;0.1789002
320;CCl;c1ccc(cc1)CCCCCl;0.42064226;0.57935774
321;Cl;O=C(O)c1c(cccc1S)Cl;0.623945;0.376055
322;(;O=C(O)c1c(cccc1S)Cl;0.623945;0.376055
323;(;O=C(C)S;0.88888663;0.11111335
324;(;O=CC(C)CCCC(OC)(C)C;0.9862103;0.013789696
325;(;O=CC(C)CCCC(OC)(C)C;0.9862103;0.013789696
326;(C;O=CC(C)CCCC(OC)(C)C;0.9862103;0.013789696
327;(c;Oc1ccc(cc1)CCOC;0.73993134;0.2600687
328;(;O=C(NCCN=C)CCCCCCCCCCC;0.92405874;0.075941294
329;C;O=C(NCCN=C)CCCCCCCCCCC;0.92405874;0.075941294
330;(;O=C(OCC)C1CCC(N)CC1;0.87573904;0.12426099
331;(;O=C(OCC)C1CCC(N)CC1;0.87573904;0.12426099
332;C;OCCN=Cc1ccccc1;0.87881094;0.121189095
333;2;O(C)CC2CCC(c1ccccc1)CC2;0.49304742;0.50695264
334;(;O(C)CC2CCC(c1ccccc1)CC2;0.49304742;0.50695264
335;2;O(C)CC2CCC(c1ccccc1)CC2;0.49304742;0.50695264
336;(c;c1ccc2c(c1)cc(n2CCCCCCCC)C;0.69236916;0.30763078
337;(;O=C(c1cc2ccccc2(cc1C))C;0.967124;0.03287604
338;(;Fc1ccc(cc1)c2ccnn2C;0.874051;0.12594905
339;C;Fc1ccc(cc1)c2ccnn2C;0.874051;0.12594905
340;c;Fc1ccc(cc1)c2ccnn2C;0.874051;0.12594905
341;C;Fc1ccc(cc1)c2ccnn2C;0.874051;0.12594905
342;(;O=C1N(CCC1)CCCCN;0.9540156;0.045984406
343;Cl;O1CCOC1CCl;0.75669116;0.2433088
344;Cl);n1ccc(OCCCOC)c(c1CCl)C;0.40502024;0.59497976
345;C#N;N#CCCCCCCCCC#N;0.9896966;0.010303427
346;C;OCCCCOCC1(COC1)CC;0.84985423;0.15014572
347;N(;O=CN1N(C=O)CC(C1)S;0.760963;0.239037
348;(;O=CN1N(C=O)CC(C1)S;0.760963;0.239037
349;cc;n1c(oc2cc3ccccc3(cc12))C;0.78113157;0.21886846
350;(;CCCC[SiH](CCCC)CCCC;0.99267733;0.007322678
351;i;CCCC[SiH](CCCC)CCCC;0.99267733;0.007322678
352;(;CCCC[SiH](CCCC)CCCC;0.99267733;0.007322678
353;S;CCCCCCCCS;0.9972963;0.0027037596
354;(;O=C(OC)C1CCCC(C)C1;0.9555872;0.044412747
355;(;O=C(OC)C1CCCC(C)C1;0.9555872;0.044412747
356;(;O=C(N1CCCC1)CC(=O)C;0.84085053;0.15914948
357;(;O=C(N1CCCC1)CC(=O)C;0.84085053;0.15914948
358;(;O=C(N1CCCC1)CC(=O)C;0.84085053;0.15914948
359;)C;O=C(N1CCCC1)CC(=O)C;0.84085053;0.15914948
360;(;N#CC(C(=O)OC)c1ccccc1C;0.8519376;0.14806241
361;C;OCCC=CCC=CCC;0.7140589;0.28594115
362;C;OCCC=CCC=CCC;0.7140589;0.28594115
363;C;OCCC=CCC=CCC;0.7140589;0.28594115
364;CC;O(C)CC1(COC1)CC;0.9237029;0.07629711
365;(;N1CC(NC(C)C1)C;0.9682028;0.031797152
366;(;N1CC(NC(C)C1)C;0.9682028;0.031797152
367;(;N1CC(NC(C)C1)C;0.9682028;0.031797152
368;C;O(c1ccccc1)CCCCCCCCCCCC;0.98929787;0.010702064
369;Cl;O=C(c1c(ccs1)C)Cl;0.41624668;0.58375335
370;(;O=C(c1c(ccs1)C)Cl;0.41624668;0.58375335
371;2;N#CC2CN1CCCCC1CC2;0.61866057;0.3813394
372;(;O=C(OCC#CI)NCCCC;0.83904976;0.1609503
373;S(;O=S(=O)(O)CO;0.29149014;0.70850986
374;(;O=S(=O)(O)CO;0.29149014;0.70850986
375;);O=S(=O)(O)CO;0.29149014;0.70850986
376;(;O=C(OCC)C1CC1(C);0.8780457;0.12195428
377;C);O=C(OCC)C1CC1(C);0.8780457;0.12195428
378;(c;OCc1ccc(cc1Br)Br;0.16288301;0.837117
379;r;OCc1ccc(cc1Br)Br;0.16288301;0.837117
380;r;OCc1ccc(cc1Br)Br;0.16288301;0.837117
381;(;O=C(OC)C1CCOCC1;0.7729414;0.22705857
382;C;O=C(OC)C1CCOCC1;0.7729414;0.22705857
383;)c;Oc1ccc(N)cc1c2ccccc2;0.953039;0.046961002
384;(;Oc1ccc(N)cc1c2ccccc2;0.953039;0.046961002
385;(;C1CC3CC1C4C2CCC(C2)C34;0.9392989;0.060701054
386;4;C1CC3CC1C4C2CCC(C2)C34;0.9392989;0.060701054
387;);C1CC3CC1C4C2CCC(C2)C34;0.9392989;0.060701054
388;4;C1CC3CC1C4C2CCC(C2)C34;0.9392989;0.060701054
389;(;O=C(OCC)CN(C)C;0.76004153;0.2399585
390;(;O=C(OCC)CN(C)C;0.76004153;0.2399585
391;(;O=C(OCC)CN(C)C;0.76004153;0.2399585
392;(;O1CCC(OC1(C)CCCCCC)C;0.9553847;0.044615317
393;(N)sc;n1nc(N)sc1;0.3945337;0.60546625
394;(;OCCCOCC(COCCCO)(COCCCO)COCCCO;0.9018683;0.09813168
395;(;O(C)CC1CCC(CCCC(CC)CCC)CC1;0.9862315;0.013768519
396;(;O(C)CC1CCC(CCCC(CC)CCC)CC1;0.9862315;0.013768519
397;(;O=C(Oc1ccccc1)OCCCC;0.9274984;0.0725016
398;C;O=C(Oc1ccccc1)OCCCC;0.9274984;0.0725016
399;(;O=C(OC(C)Cl)C;0.4034125;0.59658754
400;(;O=C(OC(C)Cl)C;0.4034125;0.59658754
401;l;O=C(OC(C)Cl)C;0.4034125;0.59658754
402;);O=C(OC(C)Cl)C;0.4034125;0.59658754
403;l;O=C(OC(C)Cl)C;0.4034125;0.59658754
