Num;Fragment;Origin;ToxProb;NoToxProb
185;CCBr;FCCBr;0.41355273;0.58644724
186;FCCBr;FCCBr;0.41355273;0.58644724
190;B;n1cc(nc(c1N)Br)C;0.0039726677;0.99602735
200;1Cl;n1ccc(cc1Cl)C;0.012085528;0.98791444
213;CCCl;C(=NCCCl)=S;0.012231391;0.9877686
228;S;n1ccc(cc1)CCS;0.45743835;0.5425617
235;C2C;C2C(CSSCC1CS1)S2;0.10754254;0.8924575
236;#REF!;O=C1CCSCC1;0.6768816;0.3231184
243;S(;O=S(=O)(O)C(O)CCl;0.0006903174;0.99930966
259;2(;Oc1ccc2cc(ccc2(c1))CO;0.0046565463;0.9953434
260;N=;N=C(c1ccccc1)c2ccccc2;0.8435084;0.15649158
261;N1;N1(CC)CCCC1;0.0060889223;0.99391115
274;C2;c1ccc(cc1)SC2CC2;0.022716295;0.97728366
277;1cc;Fc1ccc(O)c(F)c1;0.997806;0.0021940242
283;1C;O1CC(C1)(COC2CCCCC2)CC;0.7753915;0.22460847
318;(C)C;O(C)C;0.7628824;0.23711756
319;O(C)C;O(C)C;0.7628824;0.23711756
321;O;O=C(O)C=NO;0.19330403;0.806696
326;C(NC;O=C(NC=C)C;0.08674993;0.91325
332;CCI;CCCI;0.9999248;7,53E+02
333;CCCI;CCCI;0.9999248;7,53E+02
377;CCN;O=C(O)CCNCCN;0.65149045;0.34850958
379;NCC2;c1ccc(cc1)CCC2CCNCC2;0.89187133;0.108128704
380;1O;OC1OCC(O)C(O)C1;0.7763513;0.22364879
389;CN;n1ccccc1CCN;0.6404982;0.35950175
392;C=;O=C(OC=C)C=CC;0.6779795;0.32202044
401;CCl;O=C(O)C(N)CCl;0.04387166;0.9561283
505;S1;O=C1NCCS1;0.9311677;0.06883229
509;(C2;OC3(CC)(C1CC2CC(C1)CC3(C2));0.0013835982;0.99861634
513;1NC;n1ccccc1NC;0.5620204;0.4379796
529;[;O=[S+](C)(C)C;0.023220435;0.9767795
535;c12;n1ccn2ccccc12;0.6671422;0.3328578
543;OC;N(OC)=C(c1cccs1)C;0.0016427313;0.99835724
547;CCC;O=CCC(C(=O)OC)C;0.6633614;0.33663866
574;CS;CS;0.99456453;0.0054355003
589;H;c1ccc(cc1)[SiH](C)C;0.052379925;0.9476201
600;P(;O=P(O)(O)OC1OC(CO)C(O)C1;0.15860742;0.8413926
610;C(F;FC(F)(F)CCCO;0.014393643;0.9856064
611;FC(F;FC(F)(F)CCCO;0.014393643;0.9856064
660;CNCC;O=CNCC(=O)OCC;0.13023551;0.8697645
683;C#CCC;OC#CCC;0.9998511;0.00014884927
684;OC#CCC;OC#CCC;0.9998511;0.00014884927
685;C(O;O=C(O)CC=C;0.13795064;0.8620494
716;1OC;O=C1OC(C)(C)CC1CC;0.46755028;0.5324497
734;1CC1;O=CC1CC1;0.97857547;0.021424506
764;=CC(;O=CC(C=O)Br;0.5141801;0.4858199
779;=C1C;O=C1C(=C)CCN1C;0.44415122;0.5558488
798;12;n1onc2ccccc12;0.9175927;0.08240731
826;(Cl;O=C(Cl)SCC=C;0.044115305;0.9558847
847;SC;O=C(OC)CSC(F)F;0.520089;0.47991097
856;C)c1;Oc1cccc(OC)c1(O);0.060338307;0.9396617
902;-;[O-][n+]1ccccc1Br;0.9277426;0.07225732
909;(C(;N#CCN(C(C)C)C(C)C;0.012986666;0.9870134
923;CSC;CSC;0.9984856;0.0015143559
937;c1Cl;n1c2ccccn2(cc1Cl);0.02381642;0.9761836
959;=C(;O=C(O)CON;0.37714565;0.6228543
974;NC2;c1ccc2c(c1)CNC2;0.0043022935;0.99569774
977;=C(B;ON=C(Br)Br;0.0005670403;0.999433
978;1(N;OC1CCCCC1(N);0.0885804;0.91141963
988;2;O=P(Oc1ccccc1)(Oc2ccccc2)C=C;0.9677573;0.032242704
992;c1N;n1nc(N)sc1N;0.13994235;0.8600577
1080;H+;CCCCCCCCCCOC1CC[SH+](O)(O)C1;0.91662306;0.0833769
1112;C(C)I;CC(C)I;0.9305578;0.06944222
1113;CC(C)I;CC(C)I;0.9305578;0.06944222
1114;N#C;N#CSCCCCC=C;0.94944364;0.05055631
1118;CCn1;OCCn1nnnc1S;0.99907553;0.00092441635
1123;NC(=S;NC(=S)S;0.0039526955;0.9960473
1138;#C;N#C;0.87975883;0.12024117
1217;#CC;N#CC(C=O)C(OC)OC;0.20414911;0.7958509
1226;N[;N[n+]1ccccc1C;0.17877208;0.8212279
1378;)Cl;n1nc(ccc1N)Cl;0.72203386;0.2779661
1381;NC(OC;O=CNC(OC)C;0.09135305;0.908647
1390;#REF!;O=C2C(=C1CCCC1)CCC2;0.11559456;0.8844055
1394;CCCCI;CCCCCI;0.99993;6,99E+02
1395;CCCCCI;CCCCCI;0.99993;6,99E+02
1448;NN1;NN1CCCCCC1;0.034849886;0.9651501
1472;c1);n1ccc(cc1)C=Cc2ccccc2;0.09990882;0.90009123
1492;OCC;N=COCC;0.38200068;0.6179993
1515;(N;OC(C#Cc1cccc(N)c1)(C)C;0.003225811;0.99677414
1531;CCCO;OCCCO;0.99746144;0.0025385416
1532;OCCCO;OCCCO;0.99746144;0.0025385416
1595;FC;FC(F)SCc1ccccc1;0.5466473;0.4533527
1628;P(O;O=P(O)(O)C=C;0.023071567;0.9769284
1669;NC(C;NNC(C)(C)C;0.00034389764;0.9996561
1674;C#C;C#C;0.9993611;0.00063894934
1713;CF;FCF;0.7045418;0.29545817
1714;FCF;FCF;0.7045418;0.29545817
1720;2(C1;O=CC2CC1CCC2(C1);0.07719378;0.92280614
1758;NC1;O=C(O)C1NC1;0.67715555;0.32284442
1775;C=C;C=C(C)CSc1ccccc1;0.14618725;0.85381275
1793;1)NN;n1cccc(c1)NN;0.03131147;0.9686885
1814;=C(N;O=C(N)C=CCO;0.013642172;0.9863578
1820;#CCCO;C#CCCO;0.99881244;0.001187625
1821;C#CCCO;C#CCCO;0.99881244;0.001187625
1856;NC;n1c(OC)cccc1NC;0.05132828;0.94867176
1877;NCC;NNCC;0.3649974;0.6350026
1898;CI;CI;0.99962723;0.00037273645
1900;(S)S;C(S)S;0.3906793;0.6093207
1901;C(S)S;C(S)S;0.3906793;0.6093207
1904;C=CCS;C=CCS;0.9911249;0.0088750785
1914;CO;OCC(N)CO;0.18733445;0.8126656
1941;=C(O;O=C(O)N;0.10328756;0.89671236
1973;NN;Fc1cc(ccc1C)NN;0.26372257;0.73627746
2022;NC=S;NC=S;0.1142948;0.88570523
2032;OCCCOC;OCCCOC;0.998865;0.0011349834
2043;#REF!;O=NN1CCCCCC1;0.12822941;0.87177056
2053;lCl;ClCl;0.00062761235;0.9993724
2054;ClCl;ClCl;0.00062761235;0.9993724
2060;OCOC;COCOC;0.99734676;0.0026531918
2061;COCOC;COCOC;0.99734676;0.0026531918
2070;CC=C;CC=C;0.97038245;0.02961755
2072;1=;CCC1=CC=CO1;0.07042531;0.92957467
2074;C[;OC[C@H](O)CCl;0.07406748;0.9259325
2092;=C=;S=C=S;0.014568991;0.9854311
2093;S=C=;S=C=S;0.014568991;0.9854311
2128;lCCBr;ClCCBr;0.01858303;0.981417
2129;ClCCBr;ClCCBr;0.01858303;0.981417
2132;=N/;CCC\C=N/O;0.017098125;0.9829018
2133;lC;ClCC(Br)=C;0.0031003025;0.9968997
2135;CCCCO;CCCCCO;0.9989272;0.0010727562
2136;CCCCCO;CCCCCO;0.9989272;0.0010727562
2152;C/;OC(=O)\C=C/C(O)=O;0.440752;0.5592481
2159;NC(;NC(=O)CI;0.00037415873;0.9996258
2176;CN=N;OCN=N;0.32556027;0.67443967
2188;#;OCC(O)CN=[N]#N;0.8530038;0.14699627
2203;rCC#C;BrCC#C;0.997416;0.0025839526
2204;BrCC#C;BrCC#C;0.997416;0.0025839526
2212;rCBr;BrCBr;0.38524368;0.6147563
2213;BrCBr;BrCBr;0.38524368;0.6147563
2224;C\C;N#C\C=C/C#N;0.3102687;0.68973124
2227;OC[;OC[C@H](O)CI;0.35097083;0.6490292
2229;/;CO\C(=C/C(O)=O)C(=O)C(C)=C;0.16696481;0.83303523
2235;NCCC;CNCCCC(O)=O;0.23598051;0.7640194
2244;1CCO1;O=C1CCO1;0.97232324;0.027676748
2255;=CC=;C=CC=O;0.13475129;0.86524874
2266;N=O;OCCSN=O;0.032484688;0.9675153
2270;C1(;CC1(CO1)C=C;0.09624259;0.90375733
2279;S(C;CS(C)=O;0.008839802;0.9911602
2280;OCCOC;COCCOC;0.9980867;0.0019133213
2281;COCCOC;COCCOC;0.9980867;0.0019133213
2284;]1;CC[C@H]1CO1;0.79094595;0.20905405
2285;NC=O;CNC=O;0.049546894;0.9504531
2296;N=C;ON=C;0.41534805;0.58465195
2301;N=N;OCCCN=N;0.1025567;0.8974433
2303;OCC#C;OCC#C;0.99963677;0.0003632346
2312;(=;CC(=O)C=C;0.008815674;0.9911843
2316;OC=O;COC=O;0.854932;0.14506806
2317;COC=O;COC=O;0.854932;0.14506806
2319;N+];C[N+]1(C)CCOCC1;0.003578978;0.9964211
2320;CC=O;OCC=O;0.9157481;0.08425188
2321;OCC=O;OCC=O;0.9157481;0.08425188
2327;NCC(;NCC(O)=O;0.0016306016;0.9983694
2335;CCOO;CCCOO;0.96436965;0.035630357
2336;CCCOO;CCCOO;0.96436965;0.035630357
2341;C[C;CC[C@H](O)CN;0.83839333;0.16160664
2342;CC[C;CC[C@H](O)CN;0.83839333;0.16160664
2356;CCCBr;OCCCBr;0.86064494;0.13935502
2357;OCCCBr;OCCCBr;0.86064494;0.13935502
2366;ClC;ClC[C@H](Cl)CBr;0.0125174;0.98748255
2399;CCO;NCCO;0.5079835;0.4920165
2400;NCCO;NCCO;0.5079835;0.4920165
2429;CS(C;CS(C)(=O)=O;0.00080267654;0.9991973
2430;#N;ClC#N;0.10466411;0.8953359
2432;CC(=;CC(=O)OCC=C;0.14470728;0.8552928
2440;NP(O;NP(O)(=O)N(CCCl)CCCl;0.00038881897;0.9996112
2442;C=N/O;C\C=N/O;0.07886457;0.9211354
2474;SSC;CSSC;0.9975805;0.0024194922
2475;CSSC;CSSC;0.9975805;0.0024194922
2487;NCN;NCN;0.019046506;0.98095345
2499;CC(N;CC(N)=O;0.0026749556;0.99732506
2504;COCC=O;COCC=O;0.9600975;0.03990255
2521;C(I)I;IC(I)I;0.99124044;0.008759574
2522;IC(I)I;IC(I)I;0.99124044;0.008759574
2545;N=C=;CCN=C=S;0.09642919;0.90357083
2553;COO;COO;0.840852;0.15914801
2560;CCCN;NCCCN;0.8731104;0.12688957
2564;CCCCC;CCCCCC;0.9999132;8,67E+01
2565;CCCCCC;CCCCCC;0.9999132;8,67E+01
2569;=N(=;O=N(=O)C1CCCC1;0.008260656;0.9917393
2571;C(Cl;CC(Cl)=O;0.0006398948;0.99936014
2604;l[;Cl[C@@H](Br)C#N;0.002524693;0.9974753
2605;Cl[;Cl[C@@H](Br)C#N;0.002524693;0.9974753
2612;NCC=C;NCC=C;0.5864545;0.41354552
2616;rCCBr;BrCCBr;0.5863025;0.4136975
2617;BrCCBr;BrCCBr;0.5863025;0.4136975
2630;rC=C;BrC=C;0.9458858;0.05411419
2631;BrC=C;BrC=C;0.9458858;0.05411419
2668;C1=;OC1=CC=CC=C1Cl;0.90842766;0.0915723
2673;OCCCCO;OCCCCO;0.9985973;0.0014026365
2677;ICI;ICI;0.99993384;6,61E+01
2686;CCS;CCS;0.9992061;0.00079395046
2688;\;CC\C=C/C#N;0.88290596;0.117093995
2689;N1C;BrN1C(=O)CCC1=O;0.09954251;0.9004575
2690;N(C)N;CN(C)N;0.007928214;0.9920718
2691;CN(C)N;CN(C)N;0.007928214;0.9920718
2707;C=CC;C=CC=C;0.7377905;0.2622095
2711;NC(=O;NC(=O)C=C;0.0005422167;0.9994578
2730;OCCO;OCCO;0.99334925;0.0066507137
2732;COCC;CCOCC;0.9993812;0.0006187939
2733;CCOCC;CCOCC;0.9993812;0.0006187939
2736;N=NO;CCN=NO;0.0027586664;0.9972414
2748;NCCN1;S=C1NCCN1;0.4644831;0.53551686
2749;(=C;CC(=C)C=C;0.018724758;0.98127526
2751;OC(;OC(O)=O;0.02227883;0.97772115
2789;C=C/;C\C=C/C=C;0.87164587;0.12835413
2800;OC=C;COC=C;0.9873585;0.012641508
2801;COC=C;COC=C;0.9873585;0.012641508
2809;OCCI;OCCI;0.9999033;9,67E+01
2814;NCCN;NCCN;0.3696462;0.6303538
2816;NN=NC;CNN=NC;0.031355653;0.9686443
2820;C(F);CC(F)(F)F;0.0019973419;0.9980027
2821;CC(F);CC(F)(F)F;0.0019973419;0.9980027
2823;C=O;OC=O;0.7294803;0.27051967
2824;CCC=O;CCCC=O;0.97413313;0.025866922
2825;CCCC=O;CCCC=O;0.97413313;0.025866922
2832;CCCCBr;CCCCBr;0.8529637;0.14703631
2837;CN1;C1CNCCN1;0.09814831;0.9018517
2842;OS(;COS(F)(=O)=O;0.00092961354;0.99907047
2843;COS(;COS(F)(=O)=O;0.00092961354;0.99907047
2891;CN=NO;CN=NO;0.0020676511;0.9979323
2911;CBr;CCBr;0.59578013;0.40421993
2917;CCCC;CCCC;0.99985576;0.00014424419
2919;1CN1;C1CN1;0.43688512;0.5631148
2933;OCCS;OCCS;0.99968946;0.00031050984
2935;COCCO;CCOCCO;0.99452716;0.0054728054
2936;CCOCCO;CCOCCO;0.99452716;0.0054728054
2943;lC(C;ClC(Cl)=CC=O;0.00030255428;0.99969745
2947;CS(;CS(O)(=O)=O;0.00041936836;0.9995807
2962;NNC;CNNC;0.040842317;0.9591577
2967;OCC=C;OCC=C;0.9938812;0.006118729
2974;N/;CC\C(C)=N/O;0.07752905;0.922471
2976;CCCCOO;CCCCOO;0.98473895;0.015261064
2977;1B;OC1=C(Br)C=C(Br)C=C1Br;0.37300807;0.6269919
3010;OCCBr;OCCBr;0.78882885;0.21117117
3053;C(=;OC(=O)C=C;0.028345594;0.97165436
3065;++;O.O.[Cl-].[Cl-].[Ba++];0.97414625;0.025853718
3070;Br;CBr;0.38843596;0.61156404
3085;a;[Ca++].NC#N;0.11002772;0.88997227
3086;C#N;[Ca++].NC#N;0.11002772;0.88997227
3117;NO;CC(C)=NO;0.043158546;0.95684147
3156;1N;COc1ccc(C)cc1N;0.54824406;0.4517559
3168;[P+;CO[P+](=O)OC;0.46946394;0.53053606
3184;C1CO1;O=CC1CO1;0.9153678;0.08463221
3190;OO;OO;0.8221137;0.17788632
3194;Na;[Na+].O=C[CH-]C=O;0.0068399995;0.99316
3195;[Na;[Na+].O=C[CH-]C=O;0.0068399995;0.99316
3207;CNN;CNN;0.011465159;0.98853487
3210;[S;CO[S](C)(=O)=O;0.03792834;0.96207166
3211;=[M;O=[Mo](=O)=O;0.020695683;0.9793043
3222;=[;O=[S]1(=O)CCCO1;0.027960768;0.9720392
3229;S=;S=[Se];0.05388279;0.94611716
3350;CCCC=C;CCCC=C;0.99697065;0.003029377
3366;13;BrCc1c2ccccc2cc3ccccc13;0.6091194;0.39088058
3408;1N=;Cc1ccccc1N=O;0.02232511;0.9776749
3413;3;COc1ccc2c3ccccc3C(=O)c4cccc1c24;0.5453133;0.45468673
3425;C[S];C[S](O)(=O)=O;0.002721802;0.9972783
3463;2n;Cc1ccc2ccccc2n1;0.01533009;0.9846699
3486;C);Cc1cncc(C)n1;0.08606239;0.9139377
3497;=[S;O=[S]1(=O)CCCC1;0.014377125;0.9856229
3723;2n1;Cc1cnc2ccccc2n1;0.014641088;0.98535895
3750;lC1;ClC1CO1;0.17632517;0.82367486
3819;Cl-;ClCCNCCCl.[Cl-];0.061443206;0.93855685
3932;3n;Cc1ccccc1c2oc3ccccc3n2;0.07885476;0.9211452
4079;[S];C[S](C)(=O)=O;0.0046380716;0.995362
4133;2c1;C/C=C/c1ccc2OCOc2c1;0.81665623;0.1833438
4134;c2n;Clc1ccc2ccccc2n1;0.012093747;0.9879062
4234;CNC;CNC(=O)c1ccccc1;0.12716925;0.87283075
4235;[P;CO[P](O)(O)=O;0.18162106;0.8183789
4237;1ccc;Oc1ccc(O)c(O)c1;0.99896514;0.001034855
4245;c1O;Nc1ccccc1O;0.6632221;0.33677796
4261;C/Cl;C\C=C/Cl;0.49721414;0.50278586
4297;23;Cc1cccc2c1ccc3ccccc23;0.20667939;0.79332066
4300;12;Clc1nncc2cccnc12;0.7082294;0.29177055
4311;cnc1;s1ccnc1;0.98066485;0.019335128
4323;1Cl;Oc1c(Cl)cccc1Cl;0.80490166;0.19509833
4334;13;C1Cc2ncccc2c3ncsc13;0.25546023;0.74453974
4384;1cc;Nc1ccc(C=C)cc1;0.96359843;0.03640157
4388;1O;O1OC2c3ccccc3C1c4ccccc24;0.996458;0.0035419445
4504;1N;CC1CCCCC1NC(=O)Nc2ccccc2;0.28858298;0.7114171
4506;N+](;CCCCC[N+]([O-])=O;0.00042153828;0.9995784
4507;[P](;O[P](O)(O)=O;0.070256025;0.929744
4514;1CN1;CC1CN1;0.3764586;0.62354136
4554;Na+];O.[Na+];0.14682356;0.8531764
4556;B(;OB(O)O;0.0035643613;0.99643564
4557;OB(;OB(O)O;0.0035643613;0.99643564
4565;BB;BB;0.2728917;0.7271083
