Num;Fragment;Origin;ToxProb;NoToxProb
38;O=C(Nc3ccc(N=Nc1cc(ccc1(O))c2ccccc2)cc3)c4ccccc4;O=C(Nc3ccc(N=Nc1cc(ccc1(O))c2ccccc2)cc3)c4ccccc4;0.9856823;0.014317656
39;c1cc(cc(F)c1(F))C2=CCC(CC2)CCC3CCC(CCC)CC3;Fc1cc(cc(F)c1(F))C2=CCC(CC2)CCC3CCC(CCC)CC3;0.99410456;0.005895485
40;Fc1cc(cc(F)c1(F))C2=CCC(CC2)CCC3CCC(CCC)CC3;Fc1cc(cc(F)c1(F))C2=CCC(CC2)CCC3CCC(CCC)CC3;0.99410456;0.005895485
41;=C1OC2=CC=CC=CC2(=C1);O=C1OC2=CC=CC=CC2(=C1);0.27036205;0.7296379
42;O=C1OC2=CC=CC=CC2(=C1);O=C1OC2=CC=CC=CC2(=C1);0.27036205;0.7296379
43;=C(O)C(NC(=O)N);O=C(O)C(NC(=O)N)(C)Cc1ccc(OC)c(OC)c1;0.55162364;0.44837636
45;O=C(O)C(NC(=O)N);O=C(O)C(NC(=O)N)(C)Cc1ccc(OC)c(OC)c1;0.55162364;0.44837636
46;1=C(N=C2C1=C3C;N1=C(N=C2C1=C3C=CC=CC3(=NCC2))C;0.6272785;0.3727215
47;N1=C(N=C2C1=C3C;N1=C(N=C2C1=C3C=CC=CC3(=NCC2))C;0.6272785;0.3727215
48;=C(OC(C(=O)OCCCCCCCCCCCC)C)c1ccc(c(c1)[N+](=O)[O-])Cl;O=C(OC(C(=O)OCCCCCCCCCCCC)C)c1ccc(c(c1)[N+](=O)[O-])Cl;0.29760078;0.70239925
49;O=C(OC(C(=O)OCCCCCCCCCCCC)C)c1ccc(c(c1)[N+](=O)[O-])Cl;O=C(OC(C(=O)OCCCCCCCCCCCC)C)c1ccc(c(c1)[N+](=O)[O-])Cl;0.29760078;0.70239925
50;=C(n1cncc;O=C(n1cncc1)N2C(OCC2(C)C)(C)CCCc3ccc(cc3)Cl;0.9954723;0.004527751
51;O=C(n1cncc;O=C(n1cncc1)N2C(OCC2(C)C)(C)CCCc3ccc(cc3)Cl;0.9954723;0.004527751
52;cc(cc;O=C(n1cncc1)N2C(OCC2(C)C)(C)CCCc3ccc(cc3)Cl;0.9954723;0.004527751
53;(C;O=C(n1cncc1)N2C(OCC2(C)C)(C)CCCc3ccc(cc3)Cl;0.9954723;0.004527751
55;l;O=C(n1cncc1)N2C(OCC2(C)C)(C)CCCc3ccc(cc3)Cl;0.9954723;0.004527751
57;=C(O)CCCS(=O)(=O)CCCCCCCCCCCC;O=C(O)CCCS(=O)(=O)CCCCCCCCCCCC;0.8340954;0.1659046
58;O=C(O)CCCS(=O)(=O)CCCCCCCCCCCC;O=C(O)CCCS(=O)(=O)CCCCCCCCCCCC;0.8340954;0.1659046
59;1=C(CCCC)CCC(C1)C2CCC(CCC)CC2;C1=C(CCCC)CCC(C1)C2CCC(CCC)CC2;0.5299959;0.4700041
60;C1=C(CCCC)CCC(C1)C2CCC(CCC)CC2;C1=C(CCCC)CCC(C1)C2CCC(CCC)CC2;0.5299959;0.4700041
61;=C6OC(C;O=C6OC(C=C(c2c1ccccc1n(c2C)CC)c4c3ccccc3n(c4C)CC)(c5ccc(cc5)N(CC)CC)c7ccccc67;0.85896397;0.14103599
63;c5;O=C6OC(C=C(c2c1ccccc1n(c2C)CC)c4c3ccccc3n(c4C)CC)(c5ccc(cc5)N(CC)CC)c7ccccc67;0.85896397;0.14103599
64;c1ccccc1n;O=C6OC(C=C(c2c1ccccc1n(c2C)CC)c4c3ccccc3n(c4C)CC)(c5ccc(cc5)N(CC)CC)c7ccccc67;0.85896397;0.14103599
66;O=C6OC(C;O=C6OC(C=C(c2c1ccccc1n(c2C)CC)c4c3ccccc3n(c4C)CC)(c5ccc(cc5)N(CC)CC)c7ccccc67;0.85896397;0.14103599
67;=CCCCCCCC=C;C=CCCCCCCC=C;0.9979381;0.0020618641
68;C=CCCCCCCC=C;C=CCCCCCCC=C;0.9979381;0.0020618641
69;=C1NC(C(=O)OC(C)(C)C)CN1C;O=C1NC(C(=O)OC(C)(C)C)CN1C;0.36883482;0.63116515
70;O=C1NC(C(=O)OC(C)(C)C)CN1C;O=C1NC(C(=O)OC(C)(C)C)CN1C;0.36883482;0.63116515
71;=CNN(C=O)CC(CBr)Br;O=CNN(C=O)CC(CBr)Br;0.002352069;0.99764794
72;O=CNN(C=O)CC(CBr)Br;O=CNN(C=O)CC(CBr)Br;0.002352069;0.99764794
73;(CC)C1CC(C)CC(C)(C)C1;O(CC)C1CC(C)CC(C)(C)C1;0.44721523;0.55278474
74;O(CC)C1CC(C)CC(C)(C)C1;O(CC)C1CC(C)CC(C)(C)C1;0.44721523;0.55278474
75;=C4NN=C(c1ccc2nc(;O=C4NN=C(c1ccc2nc([nH]c2(c1))c3ccc(OC)cc3)C(C)C4;0.99505025;0.004949693
76;c2(c1);O=C4NN=C(c1ccc2nc([nH]c2(c1))c3ccc(OC)cc3)C(C)C4;0.99505025;0.004949693
77;O=C4NN=C(c1ccc2nc(;O=C4NN=C(c1ccc2nc([nH]c2(c1))c3ccc(OC)cc3)C(C)C4;0.99505025;0.004949693
78;C([N+](=O)[O-;O=C(OCCCN2c1ccc(cc1CC2)CC([N+](=O)[O-])C)c3ccccc3;0.17433079;0.8256692
79;cc1CC2;O=C(OCCCN2c1ccc(cc1CC2)CC([N+](=O)[O-])C)c3ccccc3;0.17433079;0.8256692
80;OCC;O=C(OCCCN2c1ccc(cc1CC2)CC([N+](=O)[O-])C)c3ccccc3;0.17433079;0.8256692
81;=C;O=C(OCCCN2c1ccc(cc1CC2)CC([N+](=O)[O-])C)c3ccccc3;0.17433079;0.8256692
84;1;O=C(OCCCN2c1ccc(cc1CC2)CC([N+](=O)[O-])C)c3ccccc3;0.17433079;0.8256692
85;=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0.9694978;0.03050218
86;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0.9694978;0.03050218
87;1ccc(cc1)N2CCCCC2;n1ccc(cc1)N2CCCCC2;0.89602745;0.103972554
88;n1ccc(cc1)N2CCCCC2;n1ccc(cc1)N2CCCCC2;0.89602745;0.103972554
89;=S(=O)(c1ccccc1)SCCl;O=S(=O)(c1ccccc1)SCCl;0.03344286;0.9665571
90;O=S(=O)(c1ccccc1)SCCl;O=S(=O)(c1ccccc1)SCCl;0.03344286;0.9665571
91;1CCC(CC1)SCSC2CCCCC2;C1CCC(CC1)SCSC2CCCCC2;0.84499323;0.15500672
92;C1CCC(CC1)SCSC2CCCCC2;C1CCC(CC1)SCSC2CCCCC2;0.84499323;0.15500672
93;(C(;O=C(OC1CC(N(C)C(C)(C)C1)(C)C)CC(C(=O)OC2CC(N(C)C(C)(C)C2)(C)C)C(C(=O)OC3CC(N(C)C(C)(C)C3)(C)C)CC(=O)OC4CC(N(C)C(C)(C)C4)(C)C;0.8190518;0.1809482
94;O)O;O=C(OC1CC(N(C)C(C)(C)C1)(C)C)CC(C(=O)OC2CC(N(C)C(C)(C)C2)(C)C)C(C(=O)OC3CC(N(C)C(C)(C)C3)(C)C)CC(=O)OC4CC(N(C)C(C)(C)C4)(C)C;0.8190518;0.1809482
95;=C(;O=C(OC1CC(N(C)C(C)(C)C1)(C)C)CC(C(=O)OC2CC(N(C)C(C)(C)C2)(C)C)C(C(=O)OC3CC(N(C)C(C)(C)C3)(C)C)CC(=O)OC4CC(N(C)C(C)(C)C4)(C)C;0.8190518;0.1809482
98;4;O=C(OC1CC(N(C)C(C)(C)C1)(C)C)CC(C(=O)OC2CC(N(C)C(C)(C)C2)(C)C)C(C(=O)OC3CC(N(C)C(C)(C)C3)(C)C)CC(=O)OC4CC(N(C)C(C)(C)C4)(C)C;0.8190518;0.1809482
99;C1C;O=C(OC1CC(N(C)C(C)(C)C1)(C)C)CC(C(=O)OC2CC(N(C)C(C)(C)C2)(C)C)C(C(=O)OC3CC(N(C)C(C)(C)C3)(C)C)CC(=O)OC4CC(N(C)C(C)(C)C4)(C)C;0.8190518;0.1809482
100;=[N+]([O-;O=[N+]([O-])c5ccc(C=Cc1ccc(cc1S(=O)(=O)O)[N+]([O-])=Nc4ccc(N=Nc3cccc2c3(cccc2S(=O)(=O)O))c(N)c4)c(c5)S(=O)(=O)O;0.46440855;0.53559136
101;ccc(N=Nc3cc;O=[N+]([O-])c5ccc(C=Cc1ccc(cc1S(=O)(=O)O)[N+]([O-])=Nc4ccc(N=Nc3cccc2c3(cccc2S(=O)(=O)O))c(N)c4)c(c5)S(=O)(=O)O;0.46440855;0.53559136
103;O=[N+]([O-;O=[N+]([O-])c5ccc(C=Cc1ccc(cc1S(=O)(=O)O)[N+]([O-])=Nc4ccc(N=Nc3cccc2c3(cccc2S(=O)(=O)O))c(N)c4)c(c5)S(=O)(=O)O;0.46440855;0.53559136
106;2S;O=[N+]([O-])c5ccc(C=Cc1ccc(cc1S(=O)(=O)O)[N+]([O-])=Nc4ccc(N=Nc3cccc2c3(cccc2S(=O)(=O)O))c(N)c4)c(c5)S(=O)(=O)O;0.46440855;0.53559136
108;N+;O=[N+]([O-])c5ccc(C=Cc1ccc(cc1S(=O)(=O)O)[N+]([O-])=Nc4ccc(N=Nc3cccc2c3(cccc2S(=O)(=O)O))c(N)c4)c(c5)S(=O)(=O)O;0.46440855;0.53559136
111;=C1C=CC=C;O=C1C=CC=CC1=C2NC(=O)c3cc(ccc3(N2))Cl;0.9314861;0.06851385
112;Cl;O=C1C=CC=CC1=C2NC(=O)c3cc(ccc3(N2))Cl;0.9314861;0.06851385
113;1=C2NC;O=C1C=CC=CC1=C2NC(=O)c3cc(ccc3(N2))Cl;0.9314861;0.06851385
114;O=C1C=CC=C;O=C1C=CC=CC1=C2NC(=O)c3cc(ccc3(N2))Cl;0.9314861;0.06851385
116;=C(O)C1CCC(N)CC1;O=C(O)C1CCC(N)CC1;0.34000924;0.6599908
117;O=C(O)C1CCC(N)CC1;O=C(O)C1CCC(N)CC1;0.34000924;0.6599908
118;C)C1(C;N#CC(OC(=O)C1C(C=C(C)C)C1(C)(C))c3cccc(Oc2ccccc2)c3;0.15438378;0.8456163
119;#CC(OC(;N#CC(OC(=O)C1C(C=C(C)C)C1(C)(C))c3cccc(Oc2ccccc2)c3;0.15438378;0.8456163
120;O)C1;N#CC(OC(=O)C1C(C=C(C)C)C1(C)(C))c3cccc(Oc2ccccc2)c3;0.15438378;0.8456163
122;N#CC(OC(;N#CC(OC(=O)C1C(C=C(C)C)C1(C)(C))c3cccc(Oc2ccccc2)c3;0.15438378;0.8456163
125;c1ccc(cc1)Nc2nc(nc(n;O=S(=O)(O)OCCS(=O)(=O)c1ccc(cc1)Nc2nc(nc(n2)Cl)Nc3ccc(c(N)c3)S(=O)(=O)O;0.36601716;0.63398284
126;(=;O=S(=O)(O)OCCS(=O)(=O)c1ccc(cc1)Nc2nc(nc(n2)Cl)Nc3ccc(c(N)c3)S(=O)(=O)O;0.36601716;0.63398284
127;=S(=;O=S(=O)(O)OCCS(=O)(=O)c1ccc(cc1)Nc2nc(nc(n2)Cl)Nc3ccc(c(N)c3)S(=O)(=O)O;0.36601716;0.63398284
128;(N;O=S(=O)(O)OCCS(=O)(=O)c1ccc(cc1)Nc2nc(nc(n2)Cl)Nc3ccc(c(N)c3)S(=O)(=O)O;0.36601716;0.63398284
131;CC1(C#C[Si](C)(C)C)(OC(O)C=C1);OCC1(C#C[Si](C)(C)C)(OC(O)C=C1);0.14714354;0.85285646
132;OCC1(C#C[Si](C)(C)C)(OC(O)C=C1);OCC1(C#C[Si](C)(C)C)(OC(O)C=C1);0.14714354;0.85285646
133;C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F;FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(COCC=C)C(F)(F)F;0.67113876;0.32886127
134;FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F;FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(COCC=C)C(F)(F)F;0.67113876;0.32886127
135;=C(NCc1cnccc1)C;O=C(NCc1cnccc1)C;0.96934414;0.030655857
136;O=C(NCc1cnccc1)C;O=C(NCc1cnccc1)C;0.96934414;0.030655857
137;=C(Nc2cc(ccc2(N=Nc1nnc(;O=C(Nc2cc(ccc2(N=Nc1nnc(s1)SCC))N(Cc3ccccc3)CC)C;0.9859233;0.014076671
138;SCC;O=C(Nc2cc(ccc2(N=Nc1nnc(s1)SCC))N(Cc3ccccc3)CC)C;0.9859233;0.014076671
139;O=C(Nc2cc(ccc2(N=Nc1nnc(;O=C(Nc2cc(ccc2(N=Nc1nnc(s1)SCC))N(Cc3ccccc3)CC)C;0.9859233;0.014076671
140;=C(OC)CC(=O)CC;O=C(OC)CC(=O)CC;0.24420647;0.7557935
141;O=C(OC)CC(=O)CC;O=C(OC)CC(=O)CC;0.24420647;0.7557935
142;=C(c1ccc3c(c1)c2cc(ccc2n3CC)C(=NO)CC(NO)C)c5cccc4ccccc45;O=C(c1ccc3c(c1)c2cc(ccc2n3CC)C(=NO)CC(NO)C)c5cccc4ccccc45;0.99655944;0.0034405356
143;O=C(c1ccc3c(c1)c2cc(ccc2n3CC)C(=NO)CC(NO)C)c5cccc4ccccc45;O=C(c1ccc3c(c1)c2cc(ccc2n3CC)C(=NO)CC(NO)C)c5cccc4ccccc45;0.99655944;0.0034405356
144;N=3c2ccc1ccccc1c2C(C=3C)(C)Cc4ccccc4;N=3c2ccc1ccccc1c2C(C=3C)(C)Cc4ccccc4;0.98166716;0.018332858
145;=C(O)Cc1ccccc1CCl;O=C(O)Cc1ccccc1CCl;0.94328433;0.056715604
146;O=C(O)Cc1ccccc1CCl;O=C(O)Cc1ccccc1CCl;0.94328433;0.056715604
147;=C(O)C1CNCCC1;O=C(O)C1CNCCC1;0.50242954;0.49757048
148;O=C(O)C1CNCCC1;O=C(O)C1CNCCC1;0.50242954;0.49757048
149;=S(=O)(CS(=O)(=O)C(C)C)C(C)C;O=S(=O)(CS(=O)(=O)C(C)C)C(C)C;0.08140259;0.91859746
150;O=S(=O)(CS(=O)(=O)C(C)C)C(C)C;O=S(=O)(CS(=O)(=O)C(C)C)C(C)C;0.08140259;0.91859746
151;(C)C(C(C)C)Cl;O(C)C(C(C)C)Cl;0.03789754;0.9621025
152;O(C)C(C(C)C)Cl;O(C)C(C(C)C)Cl;0.03789754;0.9621025
153;(=C(C)C)C;C(=C(C)C)C;0.031862915;0.96813715
154;C(=C(C)C)C;C(=C(C)C)C;0.031862915;0.96813715
155;cccc1[N+];O=C(C2=C(NC(=C(C(=O)C)C2(c1ccccc1[N+](=O)[O-]))C)C)C;0.009231438;0.9907686
156;NC(=C(C(=O;O=C(C2=C(NC(=C(C(=O)C)C2(c1ccccc1[N+](=O)[O-]))C)C)C;0.009231438;0.9907686
158;-;O=C(C2=C(NC(=C(C(=O)C)C2(c1ccccc1[N+](=O)[O-]))C)C)C;0.009231438;0.9907686
159;=C(C;O=C(C2=C(NC(=C(C(=O)C)C2(c1ccccc1[N+](=O)[O-]))C)C)C;0.009231438;0.9907686
160;CC3(C2));N#CCC3(OC(=O)C(=C)C)(C1CC2CC(C1)CC3(C2));0.0072392966;0.9927608
161;#CCC;N#CCC3(OC(=O)C(=C)C)(C1CC2CC(C1)CC3(C2));0.0072392966;0.9927608
162;C(C1;N#CCC3(OC(=O)C(=C)C)(C1CC2CC(C1)CC3(C2));0.0072392966;0.9927608
163;N#CCC;N#CCC3(OC(=O)C(=C)C)(C1CC2CC(C1)CC3(C2));0.0072392966;0.9927608
164;O;N#CCC3(OC(=O)C(=C)C)(C1CC2CC(C1)CC3(C2));0.0072392966;0.9927608
165;C(;N#CCC3(OC(=O)C(=C)C)(C1CC2CC(C1)CC3(C2));0.0072392966;0.9927608
166;=C(NCCN(CC)CC;O=C(NCCN(CC)CC)c1ccc2n[nH]nc2(c1);0.9093552;0.09064485
167;nc2(c1);O=C(NCCN(CC)CC)c1ccc2n[nH]nc2(c1);0.9093552;0.09064485
168;ccc2n;O=C(NCCN(CC)CC)c1ccc2n[nH]nc2(c1);0.9093552;0.09064485
170;=C(OC)C(NCc1occc1)CC;O=C(OC)C(NCc1occc1)CC;0.73988;0.26011997
171;O=C(OC)C(NCc1occc1)CC;O=C(OC)C(NCc1occc1)CC;0.73988;0.26011997
172;=C(N1CCN(C(=O)CCC)CCC1)CCC;O=C(N1CCN(C(=O)CCC)CCC1)CCC;0.051117696;0.9488823
173;O=C(N1CCN(C(=O)CCC)CCC1)CCC;O=C(N1CCN(C(=O)CCC)CCC1)CCC;0.051117696;0.9488823
174;=C(O;O=C(O)C(C)C1N(C(=O)C1(C(O[Si](C)(C)C(C)(C)C)C))CC(=O)OC(C)(C)C;0.338015;0.66198504
175;N(C(=O)C1(C(;O=C(O)C(C)C1N(C(=O)C1(C(O[Si](C)(C)C(C)(C)C)C))CC(=O)OC(C)(C)C;0.338015;0.66198504
176;C(C;O=C(O)C(C)C1N(C(=O)C1(C(O[Si](C)(C)C(C)(C)C)C))CC(=O)OC(C)(C)C;0.338015;0.66198504
177;=C(c1cc(c(OC)c(c1)C(C)(C)C)N2CCOCC2)CBr;O=C(c1cc(c(OC)c(c1)C(C)(C)C)N2CCOCC2)CBr;0.993361;0.0066389767
178;O=C(c1cc(c(OC)c(c1)C(C)(C)C)N2CCOCC2)CBr;O=C(c1cc(c(OC)c(c1)C(C)(C)C)N2CCOCC2)CBr;0.993361;0.0066389767
179;1cc(ccc1C)C2CCC(CC2)C3CCC(CCC=CC)CC3;c1cc(ccc1C)C2CCC(CC2)C3CCC(CCC=CC)CC3;0.90112776;0.098872304
180;c1cc(ccc1C)C2CCC(CC2)C3CCC(CCC=CC)CC3;c1cc(ccc1C)C2CCC(CC2)C3CCC(CCC=CC)CC3;0.90112776;0.098872304
181;CC(NC(=O)C(F)(;O=C1c4ccccc4(C(=O)c2c(O)c3c(c(O)c12)CCC(NC(=O)C(F)(F)F)(C(=O)C)C3);0.24582067;0.75417936
182;=C1c;O=C1c4ccccc4(C(=O)c2c(O)c3c(c(O)c12)CCC(NC(=O)C(F)(F)F)(C(=O)C)C3);0.24582067;0.75417936
184;)c12;O=C1c4ccccc4(C(=O)c2c(O)c3c(c(O)c12)CCC(NC(=O)C(F)(F)F)(C(=O)C)C3);0.24582067;0.75417936
185;C3;O=C1c4ccccc4(C(=O)c2c(O)c3c(c(O)c12)CCC(NC(=O)C(F)(F)F)(C(=O)C)C3);0.24582067;0.75417936
188;=C(OC)C(CCCC)Br;O=C(OC)C(CCCC)Br;0.15612425;0.84387577
189;O=C(OC)C(CCCC)Br;O=C(OC)C(CCCC)Br;0.15612425;0.84387577
190;=C(N(C)C)CCOCCCC;O=C(N(C)C)CCOCCCC;0.08962502;0.91037494
191;O=C(N(C)C)CCOCCCC;O=C(N(C)C)CCOCCCC;0.08962502;0.91037494
192;=C(Oc1ccc;O=C(Oc1ccc(cc1[N+](=O)[O-])CSc2nnnn2CC(=O)OCC(C)C)N(c4cccc3c(O)c(ccc34)C(=O)Nc5cc(ccc5(OC))Cl)CCCCCCCCCCCC;0.9783215;0.021678519
193;cc1[N+];O=C(Oc1ccc(cc1[N+](=O)[O-])CSc2nnnn2CC(=O)OCC(C)C)N(c4cccc3c(O)c(ccc34)C(=O)Nc5cc(ccc5(OC))Cl)CCCCCCCCCCCC;0.9783215;0.021678519
195;O=C(Oc1ccc;O=C(Oc1ccc(cc1[N+](=O)[O-])CSc2nnnn2CC(=O)OCC(C)C)N(c4cccc3c(O)c(ccc34)C(=O)Nc5cc(ccc5(OC))Cl)CCCCCCCCCCCC;0.9783215;0.021678519
196;nn;O=C(Oc1ccc(cc1[N+](=O)[O-])CSc2nnnn2CC(=O)OCC(C)C)N(c4cccc3c(O)c(ccc34)C(=O)Nc5cc(ccc5(OC))Cl)CCCCCCCCCCCC;0.9783215;0.021678519
201;=C1Nc2ccc(cc2(N1))NC(=O)C(N=Nc3ccc;O=C1Nc2ccc(cc2(N1))NC(=O)C(N=Nc3ccc(cc3)Nc4nc(nc(n4)NCCCN(CC)CC)NCCCN(CC)CC)C(=O)C;0.99839044;0.0016095802
202;O=C1Nc2ccc(cc2(N1))NC(=O)C(N=Nc3ccc;O=C1Nc2ccc(cc2(N1))NC(=O)C(N=Nc3ccc(cc3)Nc4nc(nc(n4)NCCCN(CC)CC)NCCCN(CC)CC)C(=O)C;0.99839044;0.0016095802
204;=C(O)c2cc(c(C(=O)c1cc(ccc1C)I)c(c2)C)C;O=C(O)c2cc(c(C(=O)c1cc(ccc1C)I)c(c2)C)C;0.93966246;0.060337566
205;O=C(O)c2cc(c(C(=O)c1cc(ccc1C)I)c(c2)C)C;O=C(O)c2cc(c(C(=O)c1cc(ccc1C)I)c(c2)C)C;0.93966246;0.060337566
206;(C)C(c1ccccc1)(c2ccccc2)c3ccccc3;O(C)C(c1ccccc1)(c2ccccc2)c3ccccc3;0.99850595;0.0014940853
207;O(C)C(c1ccccc1)(c2ccccc2)c3ccccc3;O(C)C(c1ccccc1)(c2ccccc2)c3ccccc3;0.99850595;0.0014940853
208;cc(c3;Oc1ccc(cc1Cc2c(O)c(cc(c2C)Cc3cc(cc(c3(O))Cc4cc(c(O)c(c4C)Cc5cc(ccc5(O))C)C)C)C)C;0.74897486;0.25102514
209;(ccc5(;Oc1ccc(cc1Cc2c(O)c(cc(c2C)Cc3cc(cc(c3(O))Cc4cc(c(O)c(c4C)Cc5cc(ccc5(O))C)C)C)C)C;0.74897486;0.25102514
211;c1;Oc1ccc(cc1Cc2c(O)c(cc(c2C)Cc3cc(cc(c3(O))Cc4cc(c(O)c(c4C)Cc5cc(ccc5(O))C)C)C)C)C;0.74897486;0.25102514
214;Oc1c;Oc1ccc(cc1Cc2c(O)c(cc(c2C)Cc3cc(cc(c3(O))Cc4cc(c(O)c(c4C)Cc5cc(ccc5(O))C)C)C)C)C;0.74897486;0.25102514
216;c1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;Oc1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;0.96918327;0.030816723
217;Oc1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;Oc1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;0.96918327;0.030816723
218;C(F)(F)C(F)(OC(F)(F)C(;O=C(OC)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F;0.7800332;0.21996678
219;)(F)F)C(F)(F)F;O=C(OC)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F;0.7800332;0.21996678
