21;=;O=C(OCC(C)C)Nc1cccc2c(O)c(cc(OCCOS(=O)(=O)C)c12)C(=O)NCCCC;0.43433374;0.56566626
22;1;O=C(OCC(C)C)Nc1cccc2c(O)c(cc(OCCOS(=O)(=O)C)c12)C(=O)NCCCC;0.43433374;0.56566626
23;=;O=C(OCC(C)C)Nc1cccc2c(O)c(cc(OCCOS(=O)(=O)C)c12)C(=O)NCCCC;0.43433374;0.56566626
24;CC;O=CC(O)C(O)C(O)C(O)CO;0.40345058;0.5965494
25;=C(c1cccc;O=C(c1ccccc1)C(O)(C)C;0.9627558;0.03724421
26;O=C(c1cccc;O=C(c1ccccc1)C(O)(C)C;0.9627558;0.03724421
27;N;O=C(C=Cc1ccc(cc1)N(C)C)C=Cc2ccc(cc2)N(C)C;0.41731215;0.5826878
28;=C(C;O=C(C=Cc1ccc(cc1)N(C)C)C=Cc2ccc(cc2)N(C)C;0.41731215;0.5826878
29;1;O=C(C=Cc1ccc(cc1)N(C)C)C=Cc2ccc(cc2)N(C)C;0.41731215;0.5826878
30;C);O=C(C=Cc1ccc(cc1)N(C)C)C=Cc2ccc(cc2)N(C)C;0.41731215;0.5826878
31;O=C(C;O=C(C=Cc1ccc(cc1)N(C)C)C=Cc2ccc(cc2)N(C)C;0.41731215;0.5826878
32;Nc3cc;O=C(Nc3ccc(N=Nc1cc(ccc1(O))c2ccccc2)cc3)c4ccccc4;0.7445898;0.25541022
33;1;O=C(Nc3ccc(N=Nc1cc(ccc1(O))c2ccccc2)cc3)c4ccccc4;0.7445898;0.25541022
34;C;O=C(Nc3ccc(N=Nc1cc(ccc1(O))c2ccccc2)cc3)c4ccccc4;0.7445898;0.25541022
35;c1(F;Fc1cc(cc(F)c1(F))C2=CCC(CC2)CCC3CCC(CCC)CC3;0.6941337;0.30586627
36;c(F;Fc1cc(cc(F)c1(F))C2=CCC(CC2)CCC3CCC(CCC)CC3;0.6941337;0.30586627
37;C2(=C1;O=C1OC2=CC=CC=CC2(=C1);0.3075007;0.6924993
38;1OC2=;O=C1OC2=CC=CC=CC2(=C1);0.3075007;0.6924993
39;=;O=C1OC2=CC=CC=CC2(=C1);0.3075007;0.6924993
40;=;O=C1OC2=CC=CC=CC2(=C1);0.3075007;0.6924993
41;(NC(=O)N;O=C(O)C(NC(=O)N)(C)Cc1ccc(OC)c(OC)c1;0.44546548;0.55453455
42;1;O=C(O)C(NC(=O)N)(C)Cc1ccc(OC)c(OC)c1;0.44546548;0.55453455
43;C(OC(;O=C(OC(C(=O)OCCCCCCCCCCCC)C)c1ccc(c(c1)[N+](=O)[O-])Cl;0.27338892;0.7266111
44;N;O=C(OC(C(=O)OCCCCCCCCCCCC)C)c1ccc(c(c1)[N+](=O)[O-])Cl;0.27338892;0.7266111
45;(c1;O=C(OC(C(=O)OCCCCCCCCCCCC)C)c1ccc(c(c1)[N+](=O)[O-])Cl;0.27338892;0.7266111
46;=C(n1c;O=C(n1cncc1)N2C(OCC2(C)C)(C)CCCc3ccc(cc3)Cl;0.90643215;0.09356786
47;O=C(n1c;O=C(n1cncc1)N2C(OCC2(C)C)(C)CCCc3ccc(cc3)Cl;0.90643215;0.09356786
48;c;O=C(n1cncc1)N2C(OCC2(C)C)(C)CCCc3ccc(cc3)Cl;0.90643215;0.09356786
49;1;C1=C(CCCC)CCC(C1)C2CCC(CCC)CC2;0.80035967;0.19964032
50;=CC;C=CCCCCCCC=C;0.9033391;0.096660964
51;C=CC;C=CCCCCCCC=C;0.9033391;0.096660964
52;CNN(C;O=CNN(C=O)CC(CBr)Br;0.20285724;0.7971428
53;O;O=CNN(C=O)CC(CBr)Br;0.20285724;0.7971428
54;CC;O(CC)C1CC(C)CC(C)(C)C1;0.5314058;0.46859416
55;O;O(CC)C1CC(C)CC(C)(C)C1;0.5314058;0.46859416
56;c1;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0.87236613;0.12763394
57;C(;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0.87236613;0.12763394
58;c1;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0.87236613;0.12763394
59;c;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0.87236613;0.12763394
60;CCC2;n1ccc(cc1)N2CCCCC2;0.72961235;0.27038762
61;c1;n1ccc(cc1)N2CCCCC2;0.72961235;0.27038762
62;=S(=;O=S(=O)(c1ccccc1)SCCl;0.18008085;0.81991917
63;Cl;O=S(=O)(c1ccccc1)SCCl;0.18008085;0.81991917
64;O=S(=;O=S(=O)(c1ccccc1)SCCl;0.18008085;0.81991917
65;C1;C1CCC(CC1)SCSC2CCCCC2;0.6435566;0.3564435
66;CC1;O=C(O)C1CCC(N)CC1;0.4440013;0.55599874
67;=C(O;O=C(O)C1CCC(N)CC1;0.4440013;0.55599874
68;1;O=C(O)C1CCC(N)CC1;0.4440013;0.55599874
69;C)C1;N#CC(OC(=O)C1C(C=C(C)C)C1(C)(C))c3cccc(Oc2ccccc2)c3;0.5238054;0.47619465
70;CC;N#CC(OC(=O)C1C(C=C(C)C)C1(C)(C))c3cccc(Oc2ccccc2)c3;0.5238054;0.47619465
71;=C1;OCC1(C#C[Si](C)(C)C)(OC(O)C=C1);0.35387713;0.6461229
72;=C(NCc1c;O=C(NCc1cnccc1)C;0.7476839;0.25231612
73;ccc1;O=C(NCc1cnccc1)C;0.7476839;0.25231612
74;O=C(NCc1c;O=C(NCc1cnccc1)C;0.7476839;0.25231612
75;C(OC;O=C(OC)CC(=O)CC;0.60011804;0.39988205
76;N=3c;N=3c2ccc1ccccc1c2C(C=3C)(C)Cc4ccccc4;0.8882518;0.111748256
77;1c;N=3c2ccc1ccccc1c2C(C=3C)(C)Cc4ccccc4;0.8882518;0.111748256
78;=;N=3c2ccc1ccccc1c2C(C=3C)(C)Cc4ccccc4;0.8882518;0.111748256
79;1;N=3c2ccc1ccccc1c2C(C=3C)(C)Cc4ccccc4;0.8882518;0.111748256
80;c;N=3c2ccc1ccccc1c2C(C=3C)(C)Cc4ccccc4;0.8882518;0.111748256
81;Cl;O=C(O)Cc1ccccc1CCl;0.42426205;0.57573795
82;=C;O=C(O)Cc1ccccc1CCl;0.42426205;0.57573795
83;Cl;O=C(O)Cc1ccccc1CCl;0.42426205;0.57573795
84;CC1;O=C(O)C1CNCCC1;0.55948454;0.44051543
85;C(;O=C(O)C1CNCCC1;0.55948454;0.44051543
86;1;O=C(O)C1CNCCC1;0.55948454;0.44051543
87;Cl;O(C)C(C(C)C)Cl;0.38235697;0.61764306
88;(C;O(C)C(C(C)C)Cl;0.38235697;0.61764306
89;Cl;O(C)C(C(C)C)Cl;0.38235697;0.61764306
90;(=C(C)C)C;C(=C(C)C)C;0.49598804;0.5040119
91;C(=C(C)C)C;C(=C(C)C)C;0.49598804;0.5040119
92;3(C2;N#CCC3(OC(=O)C(=C)C)(C1CC2CC(C1)CC3(C2));0.3063519;0.6936481
93;C;N#CCC3(OC(=O)C(=C)C)(C1CC2CC(C1)CC3(C2));0.3063519;0.6936481
94;C(OC);O=C(OC)C(NCc1occc1)CC;0.5870157;0.41298428
95;c1;O=C(OC)C(NCc1occc1)CC;0.5870157;0.41298428
96;cc;O=C(OC)C(NCc1occc1)CC;0.5870157;0.41298428
97;N1CCN(C(=O;O=C(N1CCN(C(=O)CCC)CCC1)CCC;0.6370371;0.36296293
98;C(=O;O=C(O)C(C)C1N(C(=O)C1(C(O[Si](C)(C)C(C)(C)C)C))CC(=O)OC(C)(C)C;0.56101793;0.4389821
99;1;O=C(O)C(C)C1N(C(=O)C1(C(O[Si](C)(C)C(C)(C)C)C))CC(=O)OC(C)(C)C;0.56101793;0.4389821
100;C;O=C(c1cc(c(OC)c(c1)C(C)(C)C)N2CCOCC2)CBr;0.7690113;0.2309886
101;=;O=C(c1cc(c(OC)c(c1)C(C)(C)C)N2CCOCC2)CBr;0.7690113;0.2309886
102;C;O=C(c1cc(c(OC)c(c1)C(C)(C)C)N2CCOCC2)CBr;0.7690113;0.2309886
103;1;O=C(c1cc(c(OC)c(c1)C(C)(C)C)N2CCOCC2)CBr;0.7690113;0.2309886
104;C;O=C(c1cc(c(OC)c(c1)C(C)(C)C)N2CCOCC2)CBr;0.7690113;0.2309886
105;1;O=C(c1cc(c(OC)c(c1)C(C)(C)C)N2CCOCC2)CBr;0.7690113;0.2309886
106;C;O=C(c1cc(c(OC)c(c1)C(C)(C)C)N2CCOCC2)CBr;0.7690113;0.2309886
107;1;O=C(c1cc(c(OC)c(c1)C(C)(C)C)N2CCOCC2)CBr;0.7690113;0.2309886
108;C;O=C(c1cc(c(OC)c(c1)C(C)(C)C)N2CCOCC2)CBr;0.7690113;0.2309886
109;(C;O=C(c1cc(c(OC)c(c1)C(C)(C)C)N2CCOCC2)CBr;0.7690113;0.2309886
110;1c;c1cc(ccc1C)C2CCC(CC2)C3CCC(CCC=CC)CC3;0.91153157;0.088468395
111;c1c;c1cc(ccc1C)C2CCC(CC2)C3CCC(CCC=CC)CC3;0.91153157;0.088468395
112;(C;c1cc(ccc1C)C2CCC(CC2)C3CCC(CCC=CC)CC3;0.91153157;0.088468395
113;=C(OC)C(CCCC)Br;O=C(OC)C(CCCC)Br;0.5718691;0.42813095
114;O=C(OC)C(CCCC)Br;O=C(OC)C(CCCC)Br;0.5718691;0.42813095
115;=C(N(C)C)CCOCCCC;O=C(N(C)C)CCOCCCC;0.7202513;0.27974868
116;O=C(N(C)C)CCOCCCC;O=C(N(C)C)CCOCCCC;0.7202513;0.27974868
117;c(C(=;O=C(O)c2cc(c(C(=O)c1cc(ccc1C)I)c(c2)C)C;0.87406105;0.12593897
118;c;O=C(O)c2cc(c(C(=O)c1cc(ccc1C)I)c(c2)C)C;0.87406105;0.12593897
119;cc1;O=C(O)c2cc(c(C(=O)c1cc(ccc1C)I)c(c2)C)C;0.87406105;0.12593897
120;ccc;O(C)C(c1ccccc1)(c2ccccc2)c3ccccc3;0.895226;0.104774
121;c1c;O(C)C(c1ccccc1)(c2ccccc2)c3ccccc3;0.895226;0.104774
122;ccc;O(C)C(c1ccccc1)(c2ccccc2)c3ccccc3;0.895226;0.104774
123;1;O(C)C(c1ccccc1)(c2ccccc2)c3ccccc3;0.895226;0.104774
124;c1;Oc1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;0.607126;0.39287397
125;ccc;Oc1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;0.607126;0.39287397
126;C;Oc1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;0.607126;0.39287397
127;c;Oc1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;0.607126;0.39287397
128;N;Oc1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;0.607126;0.39287397
129;n;OCc1cc(OC)c(c(OC)c1)c2cccc3c(c(nn23)CC)N(CC4CCOCC4)CC5CC5;0.8326828;0.1673172
130;c1;OCc1cc(OC)c(c(OC)c1)c2cccc3c(c(nn23)CC)N(CC4CCOCC4)CC5CC5;0.8326828;0.1673172
131;c1cc;O=C(c1ccc3c(c1)c2ccccc2n3CC)c4ccccc4C;0.869632;0.130368
132;C;O=C(c1ccc3c(c1)c2ccccc2n3CC)c4ccccc4C;0.869632;0.130368
133;cc2;O=C(c1ccc3c(c1)c2ccccc2n3CC)c4ccccc4C;0.869632;0.130368
134;c1c;Oc1ccc(cc1(N))C(C)(C)CC(C)(C)C;0.84445465;0.15554532
135;N;Oc1ccc(cc1(N))C(C)(C)CC(C)(C)C;0.84445465;0.15554532
136;1;Oc1ccc(cc1(N))C(C)(C)CC(C)(C)C;0.84445465;0.15554532
137;=C(O);O=C(O)C=Cc1cc(OC)c(OC)c(OC)c1;0.620958;0.37904206
138;c1cc;O=C(O)C=Cc1cc(OC)c(OC)c(OC)c1;0.620958;0.37904206
139;c1;O=C(O)C=Cc1cc(OC)c(OC)c(OC)c1;0.620958;0.37904206
140;N=Nc1c;Oc3ccc(cc3(N=Nc1c(O)n(nc1C)c2ccc(c(c2)Cl)Cl))Cl;0.7564765;0.24352352
141;c1)NN;Fc1ccc(c(c1)NN)Br;0.24291815;0.75708187
142;B;Fc1ccc(c(c1)NN)Br;0.24291815;0.75708187
143;1;Fc1ccc(c(c1)NN)Br;0.24291815;0.75708187
144;C(NC(OC;O=C(NC(OC)C)C;0.21664551;0.7833545
145;c1Cl;Fc1c(ccc(OCC)c1Cl)Br;0.40614584;0.5938541
146;1;Fc1c(ccc(OCC)c1Cl)Br;0.40614584;0.5938541
147;=C(NN)CCc1c;O=C(NN)CCc1ccc(O)cc1;0.6610062;0.33899376
148;c1;O=C(NN)CCc1ccc(O)cc1;0.6610062;0.33899376
149;C;O=C2c4ccccc4(C(=O)c3c(ccc(Nc1ccc(cc1)C)c23)NC(C)C);0.80231327;0.19768673
150;1;O=C2c4ccccc4(C(=O)c3c(ccc(Nc1ccc(cc1)C)c23)NC(C)C);0.80231327;0.19768673
151;C;O=C2c4ccccc4(C(=O)c3c(ccc(Nc1ccc(cc1)C)c23)NC(C)C);0.80231327;0.19768673
152;=S(=;O=S(=O)(Oc1ccc(cc1)S(=O)(=O)Cl)C;0.30519843;0.69480157
153;1;O=S(=O)(Oc1ccc(cc1)S(=O)(=O)Cl)C;0.30519843;0.69480157
154;=C3;O=C3C=C2CCC1C4CCC(=O)C4(C)(CCC1C2(C)CC3);0.806947;0.19305293
155;O=C3;O=C3C=C2CCC1C4CCC(=O)C4(C)(CCC1C2(C)CC3);0.806947;0.19305293
156;1;O=C3C=C2CCC1C4CCC(=O)C4(C)(CCC1C2(C)CC3);0.806947;0.19305293
157;C;O=C3C=C2CCC1C4CCC(=O)C4(C)(CCC1C2(C)CC3);0.806947;0.19305293
158;=C(OCCCl)C;O=C(OCCCl)C;0.64801353;0.3519864
159;O=C(OCCCl)C;O=C(OCCCl)C;0.64801353;0.3519864
160;(C(=;O=C(OCOCC)C1CCC(C(=O)OCOCC)CC1;0.5033916;0.4966083
161;1;O=C(OCOCC)C1CCC(C(=O)OCOCC)CC1;0.5033916;0.4966083
162;cc1;OC3c2cccc(OCc1ccccc1)c2CCC3;0.7851458;0.21485418
163;C3;OC3c2cccc(OCc1ccccc1)c2CCC3;0.7851458;0.21485418
164;C1C=CC2(C1);O=S(O)C2CC1C=CC2(C1);0.623116;0.37688398
165;=S;O=S(O)C2CC1C=CC2(C1);0.623116;0.37688398
166;=C2C1=C;O=C2C1=C(CCC1)SN2C;0.46264574;0.5373543
167;CCC1)SN;O=C2C1=C(CCC1)SN2C;0.46264574;0.5373543
168;N(C1;O(CCC[Si](OC)(OC)OC)CC1O[Si]2(OCCN(C1)CC(O2)COCCC[Si](OC)(OC)OC)C=C;0.65515363;0.34484634
169;cc1;O=C(O)c1cc(OC)c(OC)cc1(OC);0.7889395;0.21106052
170;=C(;O=C(O)c1cc(OC)c(OC)cc1(OC);0.7889395;0.21106052
171;cc1;O=C(O)c1cc(OC)c(OC)cc1(OC);0.7889395;0.21106052
172;1c;O=C(O)c1cc(OC)c(OC)cc1(OC);0.7889395;0.21106052
173;1)N2;O=C(c1ccccc1)N2CCC(=C)CC2;0.42588407;0.57411593
174;CC(=;O=C(c1ccccc1)N2CCC(=C)CC2;0.42588407;0.57411593
175;1;O=C(c1ccccc1)N2CCC(=C)CC2;0.42588407;0.57411593
176;=;O=C(c1ccccc1)N2CCC(=C)CC2;0.42588407;0.57411593
177;Cl;O=C(c1ccc(OC)cc1)CCl;0.71680266;0.28319737
178;c1cc;O=C(c1ccc(OC)cc1)CCl;0.71680266;0.28319737
179;1c;c1cc(ccc1CC(C)C)Br;0.8759361;0.12406385
180;c1c;c1cc(ccc1CC(C)C)Br;0.8759361;0.12406385
181;C)C=C;O=C(OC)C=CC(=O)OCc1ccccc1;0.4202906;0.5797095
182;1;O=C(OC)C=CC(=O)OCc1ccccc1;0.4202906;0.5797095
183;c1C;O=C(Nc1cccc(c1Cl)Cl)c2ccc(O)cc2;0.85557294;0.144427
184;=C;O=C(Nc1cccc(c1Cl)Cl)c2ccc(O)cc2;0.85557294;0.144427
185;c1c;O=C(Nc1cccc(c1Cl)Cl)c2ccc(O)cc2;0.85557294;0.144427
186;CCOCCOCCCl;OCCOCCOCCCl;0.6668067;0.33319333
187;OCCOCCOCCCl;OCCOCCOCCCl;0.6668067;0.33319333
188;=S(=;O=S(=O)(O)c1ccc3c2c1CCCN2CCC3;0.4468052;0.55319476
189;O=S(=;O=S(=O)(O)c1ccc3c2c1CCCN2CCC3;0.4468052;0.55319476
190;CCC;O=S(=O)(O)c1ccc3c2c1CCCN2CCC3;0.4468052;0.55319476
191;N;O=S(=O)(O)c1ccc3c2c1CCCN2CCC3;0.4468052;0.55319476
192;1;O=S(=O)(O)c1ccc3c2c1CCCN2CCC3;0.4468052;0.55319476
193;ccc(N)c1C;FC(F)(F)c1cccc(N)c1C;0.8603779;0.13962208
194;C(F;FC(F)(F)c1cccc(N)c1C;0.8603779;0.13962208
195;FC(F;FC(F)(F)c1cccc(N)c1C;0.8603779;0.13962208
196;1;FC(F)(F)c1cccc(N)c1C;0.8603779;0.13962208
197;c1c;Oc1c(N)cc(c(c1Cl)CC)Cl;0.85425544;0.14574456
198;c1Cl;Oc1c(N)cc(c(c1Cl)CC)Cl;0.85425544;0.14574456
199;c;Oc1c(N)cc(c(c1Cl)CC)Cl;0.85425544;0.14574456
200;2(c1);O=C(Oc1ccc2cc(ccc2(c1))C(=O)Oc3ccc(O)cc3CCC)C=C;0.5202955;0.47970444
201;=;O=C(Oc1ccc2cc(ccc2(c1))C(=O)Oc3ccc(O)cc3CCC)C=C;0.5202955;0.47970444
202;1;O=C(Oc1ccc2cc(ccc2(c1))C(=O)Oc3ccc(O)cc3CCC)C=C;0.5202955;0.47970444
203;=C(N)C(N;O=C(N)C(N)Cc1ccccc1;0.46561992;0.53438
204;c1;O=C(N)C(N)Cc1ccccc1;0.46561992;0.53438
205;c1c;O=C(N)C(N)Cc1ccccc1;0.46561992;0.53438
206;O=C(N)C(N;O=C(N)C(N)Cc1ccccc1;0.46561992;0.53438
207;c4;c1cc(ccc1N(c2ccc(cc2)C)c3ccc(cc3)C(c4ccc(cc4)N(c5ccc(cc5)C)c6ccc(cc6)C)C(C)C)C;0.77996695;0.22003299
208;1N;c1cc(ccc1N(c2ccc(cc2)C)c3ccc(cc3)C(c4ccc(cc4)N(c5ccc(cc5)C)c6ccc(cc6)C)C(C)C)C;0.77996695;0.22003299
209;c4;c1cc(ccc1N(c2ccc(cc2)C)c3ccc(cc3)C(c4ccc(cc4)N(c5ccc(cc5)C)c6ccc(cc6)C)C(C)C)C;0.77996695;0.22003299
210;c(c(;Oc1ccc(cc1)C(c2cc(c(O)cc2C)C(C)(C)C)c3cc(c(O)cc3C)C(C)(C)C;0.760812;0.23918797
211;1;Oc1ccc(cc1)C(c2cc(c(O)cc2C)C(C)(C)C)c3cc(c(O)cc3C)C(C)(C)C;0.760812;0.23918797
212;c(;Oc1ccc(cc1)C(c2cc(c(O)cc2C)C(C)(C)C)c3cc(c(O)cc3C)C(C)(C)C;0.760812;0.23918797
213;=C(Oc1c;O=C(Oc1c(cc(O)cc1C(C)(C)C)C(C)(C)C)C;0.86266303;0.13733691
214;c;O=C(Oc1c(cc(O)cc1C(C)(C)C)C(C)(C)C)C;0.86266303;0.13733691
215;O=C(Oc1c;O=C(Oc1c(cc(O)cc1C(C)(C)C)C(C)(C)C)C;0.86266303;0.13733691
216;cc1C))=S;c1cc2NC(C(Nc2(cc1C))=S)=S;0.2904329;0.7095672
217;2N;c1cc2NC(C(Nc2(cc1C))=S)=S;0.2904329;0.7095672
218;1c;c1cc2NC(C(Nc2(cc1C))=S)=S;0.2904329;0.7095672
219;1)[N+](=;O=C(OCC)c1ccc(cc1)[N+](=O)[O-];0.14431262;0.8556874
220;=C;O=C(OCC)c1ccc(cc1)[N+](=O)[O-];0.14431262;0.8556874
221;O=C;O=C(OCC)c1ccc(cc1)[N+](=O)[O-];0.14431262;0.8556874
222;cc1;O=C(O)c1cc(OC)c(OC)cc1(O);0.7678947;0.23210536
223;=C(;O=C(O)c1cc(OC)c(OC)cc1(O);0.7678947;0.23210536
224;cc1;O=C(O)c1cc(OC)c(OC)cc1(O);0.7678947;0.23210536
225;1c;O=C(O)c1cc(OC)c(OC)cc1(O);0.7678947;0.23210536
226;cc1;OC3c2cc1OCOc1c(OC)c2CN(C)C3;0.6092645;0.3907355
227;c1;OC3c2cc1OCOc1c(OC)c2CN(C)C3;0.6092645;0.3907355
228;C;OC3c2cc1OCOc1c(OC)c2CN(C)C3;0.6092645;0.3907355
229;C1CS;C(C1CS1)SCC2CS2;0.60943764;0.39056242
230;C;O(C)[Si](OC)(C1CCCCC1)C2CCCCC2;0.6003047;0.3996953
231;O;O(C)[Si](OC)(C1CCCCC1)C2CCCCC2;0.6003047;0.3996953
232;C;O(C)[Si](OC)(C1CCCCC1)C2CCCCC2;0.6003047;0.3996953
233;C2;O(C)[Si](OC)(C1CCCCC1)C2CCCCC2;0.6003047;0.3996953
234;B(O)c1ccc(cc1)CC;OB(O)c1ccc(cc1)CC;0.7780306;0.22196944
235;OB(O)c1ccc(cc1)CC;OB(O)c1ccc(cc1)CC;0.7780306;0.22196944
236;=C(O)C1CC1;O=C(O)C1CC1(C(=O)OC)Cl;0.5187088;0.4812912
237;Cl;O=C(O)C1CC1(C(=O)OC)Cl;0.5187088;0.4812912
238;=O;O=C(O)C1CC1(C(=O)OC)Cl;0.5187088;0.4812912
239;c;O=C(O)CCc1cc(c(O)c(c1)C(C)(C)C)n2nc3ccc(cc3(n2))Cl;0.9179155;0.08208444
240;c;O=C(O)CCc1cc(c(O)c(c1)C(C)(C)C)n2nc3ccc(cc3(n2))Cl;0.9179155;0.08208444
241;c;O=C(O)CCc1cc(c(O)c(c1)C(C)(C)C)n2nc3ccc(cc3(n2))Cl;0.9179155;0.08208444
242;c;O=C(O)CCc1cc(c(O)c(c1)C(C)(C)C)n2nc3ccc(cc3(n2))Cl;0.9179155;0.08208444
243;c;O=C(O)CCc1cc(c(O)c(c1)C(C)(C)C)n2nc3ccc(cc3(n2))Cl;0.9179155;0.08208444
244;C;O=C(O)CCc1cc(c(O)c(c1)C(C)(C)C)n2nc3ccc(cc3(n2))Cl;0.9179155;0.08208444
245;c;O=C(O)CCc1cc(c(O)c(c1)C(C)(C)C)n2nc3ccc(cc3(n2))Cl;0.9179155;0.08208444
246;c;O=C(O)CCc1cc(c(O)c(c1)C(C)(C)C)n2nc3ccc(cc3(n2))Cl;0.9179155;0.08208444
247;c;O=C(O)CCc1cc(c(O)c(c1)C(C)(C)C)n2nc3ccc(cc3(n2))Cl;0.9179155;0.08208444
248;c;O=C(O)CCc1cc(c(O)c(c1)C(C)(C)C)n2nc3ccc(cc3(n2))Cl;0.9179155;0.08208444
249;C(N(CCC;O=C(N(CCCC)CCCC)CCl;0.6602066;0.33979335
250;O;O=C(N(CCCC)CCCC)CCl;0.6602066;0.33979335
251;c1Cl;Fc1ccc(cc1Cl)Cl;0.65119237;0.3488076
252;Cl;Fc1ccc(cc1Cl)Cl;0.65119237;0.3488076
253;1;Fc1ccc(cc1Cl)Cl;0.65119237;0.3488076
254;=S(=;O=S(=O)(Nc1c(cccc1C)C2=NC(CO2)C(C)C)C;0.59725904;0.40274093
255;Nc1c;O=S(=O)(Nc1c(cccc1C)C2=NC(CO2)C(C)C)C;0.59725904;0.40274093
256;N;O=S(=O)(Nc1c(cccc1C)C2=NC(CO2)C(C)C)C;0.59725904;0.40274093
257;=C1O;O=C1OC(=O)C2C1C2(C)(C);0.49825782;0.5017422
258;C1;O=C1OC(=O)C2C1C2(C)(C);0.49825782;0.5017422
259;C;O=C1OC(=O)C2C1C2(C)(C);0.49825782;0.5017422
260;CC(C;NCC(C)(C)CN;0.52055246;0.47944754
261;CC1;O=CCCC1CCC(CC1)C3CCC(c2ccc(cc2)C)CC3;0.62164253;0.37835744
262;NCCCCC=;C(=NCCCCC=C)=S;0.64619154;0.3538084
263;);C(=NCCCCC=C)=S;0.64619154;0.3538084
264;NC(C(=;O=C(OCc1ccccc1)C(NC(C(=O)OCC)CCc2ccccc2)C;0.16798162;0.8320184
265;=Cc1c;O=Cc1ccccc1SC;0.8641816;0.13581842
266;O=Cc1c;O=Cc1ccccc1SC;0.8641816;0.13581842
267;=S(=O);O=S(=O)(Nc1cccc(c1)S(=O)(=O)Cl)C;0.4231263;0.5768737
268;1;O=S(=O)(Nc1cccc(c1)S(=O)(=O)Cl)C;0.4231263;0.5768737
269;Nc1c;O=S(=O)(Nc1cccc(c1)S(=O)(=O)Cl)C;0.4231263;0.5768737
270;=CC=;O=CC=C(c2ccc(OCCCCc1cccc(F)c1C)cc2)Cl;0.5844323;0.41556773
271;Cl;O=CC=C(c2ccc(OCCCCc1cccc(F)c1C)cc2)Cl;0.5844323;0.41556773
272;O=CC=;O=CC=C(c2ccc(OCCCCc1cccc(F)c1C)cc2)Cl;0.5844323;0.41556773
273;c(c1)C;c1cc(cc(c1)C)N(C)CCCCCCN(c2cccc(c2)C)CC;0.43923554;0.5607645
274;N;c1cc(cc(c1)C)N(C)CCCCCCN(c2cccc(c2)C)CC;0.43923554;0.5607645
275;c(;c1cc(cc(c1)C)N(C)CCCCCCN(c2cccc(c2)C)CC;0.43923554;0.5607645
276;c;O=C(OCC)C4Cc3c(c2c(nc(c(c2(c1ccc(OC)cc1))Cl)CCl)s3)CC4;0.86612636;0.13387367
